Cloud Altitude,Release Mass,Cloud Age,Diffusion Coefficient,Transmitter Frequency,Transmitter Power,Transmitter Gain,Receiver Gain,Distance,Windspeed,Solar Angle,Kp Index,Cloud Radius,Electron Density,Critical Frequency,Received Power,Signal to Noise Ratio,Delay Spread,Doppler Shift,Bit Error Rate
116,0.035429177,5155.087935,1.833747929,243998533.2,87.88753318,10.45415439,2.793752767,297245.8895,24.64185295,21.60584669,4.986423941,194.454435,5.21103E+13,64968708728,-32.17881013,67.82118987,0.64818145,20.04191992,0
119,0.036593637,695.188631,1.995421734,185153359.1,56.02229099,0.178296133,9.923449976,589284.4901,21.99472599,11.49189406,4.919264099,74.49012025,9.57471E+14,2.78487E+11,-70.73728403,29.26271597,0.248300401,13.574658,0
126,0.008698185,3766.593382,2.343489007,52589120.71,65.70518465,9.562005882,7.38792423,125059.7567,38.06924426,62.17874492,7.998442791,187.9039136,1.41787E+13,33889180721,-29.80934401,70.19065599,0.626346379,6.67342694,0
145,0.018060803,2734.141364,3.299639041,103794336.8,37.23450588,8.123861674,5.799433015,933553.3849,3.144927455,50.6892561,8.062607015,189.9650451,2.84926E+13,48040604675,-84.67264476,15.32735524,0.633216817,1.088085532,7.40E-17
117,0.031865108,139.3885171,1.865864986,110384359,97.00278551,3.304292516,4.503485241,307890.3209,18.3340228,29.46838551,4.384900425,32.25400152,1.03E+16,9.1208E+11,-21.91969726,78.08030274,0.107513338,6.745964516,0
117,0.00353483,4993.711622,1.867383005,181400662.9,35.36658627,11.29471611,14.213654,368843.577,28.78669788,61.60045561,0.221395192,193.1338625,5.30651E+12,20732283196,-71.73885452,28.26114548,0.643779542,17.40642026,1.08E-293
136,0.018077009,4600.066931,2.84375312,99671851.39,62.99901974,4.551914769,7.621404866,271636.4761,23.02887814,5.579718958,7.601597556,228.7483743,1.63331E+13,36372801113,-49.58306188,50.41693812,0.762494581,7.651103064,0
122,0.026739973,2831.468553,2.130544852,49699163.26,99.40750346,4.152913973,8.418779438,52857.56253,9.081944494,4.248748485,0.005602235,155.3392513,7.71495E+13,79051325025,7.485883687,107.4858837,0.517797504,1.50455014,0
111,0.049811225,1237.059673,1.561512057,227305821.5,89.29849567,7.068275235,14.23884127,707922.725,14.96382538,31.88795258,4.30428272,87.90184514,7.93139E+14,2.53464E+11,-29.63050507,70.36949493,0.29300615,11.33788207,0
122,0.023726678,657.6419868,2.13109879,110751657.1,58.26968428,10.14224518,9.808159771,611025.256,15.01002788,17.44619611,0.178111419,74.87322732,6.11326E+14,2.22525E+11,-54.49228767,45.50771233,0.249577424,5.541284873,0
107,0.040802838,1962.955996,1.352142551,152141027.8,99.13370707,13.93268964,14.36779392,819162.3132,49.59854014,64.67004457,3.173321649,103.0377859,4.03382E+14,1.80759E+11,-10.58232457,89.41767543,0.343459286,25.15324291,0
108,0.021603364,1380.057289,1.440967466,64469991.45,73.12328756,2.120358647,1.595501108,88960.23478,16.30985594,85.32196541,5.730882175,89.18783898,3.29322E+14,1.63325E+11,-34.43611235,65.56388765,0.297292797,3.504987576,0
124,0.039819536,2736.625794,2.245919432,246688041.9,28.78303745,5.947021811,12.69959448,932222.8625,10.25910313,59.54646723,3.340808127,156.7959317,1.11714E+14,95125377586,-95.90789221,4.092107792,0.522653106,8.435993541,0.011747992
120,0.02977074,5218.64379,2.047313624,182693606.8,46.50365894,1.004843888,5.03121942,364342.5931,41.13185766,58.93059304,8.342022227,206.728813,3.6442E+13,54330509731,-80.02913265,19.97086735,0.689096043,25.04842476,2.04E-45
145,0.044329772,3105.17391,3.287114753,273428119.1,40.10440006,11.37826121,12.15731288,917416.3694,21.05856275,0.593601608,5.766872701,202.0600205,5.81126E+13,68608455183,-80.45240805,19.54759195,0.673533402,19.19334401,2.18E-41
118,0.020547128,4805.737771,1.905984748,163777322,40.96123374,6.715993345,12.83454936,151774.908,22.19318472,46.10492746,5.817994853,191.4122555,3.16853E+13,50660728232,-63.50148742,36.49851258,0.638040852,12.1158012,0
129,0.030215221,3515.094844,2.451470876,284184931.4,78.44107954,10.60393703,4.072318292,756724.5524,27.44445317,73.53911882,3.369933414,185.6572394,5.1063E+13,64312521204,-49.63763156,50.36236844,0.618857465,25.99766681,0
131,0.031500934,2566.855997,2.58066072,270804415.2,62.58366345,4.83291636,6.132459248,600390.3199,29.78445986,58.87083288,0.346891719,162.7781858,7.89861E+13,79986720387,-66.77693838,33.22306162,0.542593953,26.88587745,0
100,0.020869147,4615.026231,1.032736141,185644161.2,13.42834404,12.66475862,10.89021531,390281.6545,29.52778002,20.50041462,6.643617511,138.0739567,8.57404E+13,83336484264,-96.32205966,3.677940339,0.460246522,18.27219985,0.015394371
133,0.007215602,2545.916427,2.65884343,282151228.3,88.97036353,8.022421174,1.485834463,125185.2761,1.724986121,76.36277236,6.446202575,164.5502132,1.75143E+13,37665097610,-28.58627377,71.41372623,0.548500711,1.622356509,0
108,0.00467797,4690.723493,1.445089917,117233961.8,36.71165264,14.15411733,11.33300302,624499.6844,40.94212164,86.79390518,4.771125243,164.663502,1.13313E+13,30295853450,-71.19712931,28.80287069,0.54887834,15.99935708,0
148,0.000833578,1575.222979,3.402675794,128723383.9,99.73673892,1.182219587,1.657093891,75117.88892,9.742640954,25.10935628,3.746412353,146.4236743,2.87163E+12,15251288239,-13.23615305,86.76384695,0.488078914,4.180352373,0
107,0.043676713,696.4617852,1.371656819,42279046.85,95.87716573,7.714152368,13.71683598,526217.9942,14.61710639,18.63849079,4.84485345,61.81606772,1.99969E+15,4.02461E+11,-5.741852572,94.25814743,0.206053559,2.059991086,0
120,0.011823746,4618.842793,2.036560309,189084244.8,94.6477645,11.49682869,4.145089399,623998.147,8.671476001,30.46742142,6.721338637,193.9747603,1.75201E+13,37671263208,-27.25127928,72.74872072,0.646582534,5.465464971,0
104,0.010575337,3172.454469,1.21337417,224919471.9,83.00148437,9.002289721,8.633990203,745897.5599,38.35383288,5.684245549,6.415068877,124.0866521,5.98598E+13,69632180768,-39.96054954,60.03945046,0.413622174,28.75507945,0
149,0.03680177,4801.209858,3.49218563,238850181.4,29.85519985,0.347912106,1.757302501,991767.9025,29.18289963,78.60894058,5.922986961,258.9727095,2.29151E+13,43082791288,-111.634487,-11.63448702,0.863242365,23.23446957,0.355504215
125,0.016000806,5064.329091,2.255487526,70450397.23,57.93694696,14.58508018,4.04239732,297089.0278,37.76480764,83.63695325,8.133995407,213.7524839,1.77184E+13,37883897295,-45.95516572,54.04483428,0.71250828,8.868485665,0
129,0.025302235,290.5396796,2.488462543,149922949.5,30.18723641,4.473955396,6.059325652,356270.3303,32.66992027,56.99727357,5.488995396,53.77721116,1.75946E+15,3.77514E+11,-89.93662702,10.06337298,0.179257371,16.32656936,3.32E-06
103,0.008125553,2705.733261,1.167691193,77753067.27,33.370791,3.739167995,7.30573315,374088.0795,5.207931721,68.79013316,0.130586828,112.418164,6.18528E+13,70781900436,-80.96232485,19.03767515,0.374727213,1.349775551,4.99E-37
137,0.047987286,2025.4336,2.874901176,208774384.2,64.98565925,7.284898134,0.001012465,745003.5763,15.07498879,60.17856097,5.562574521,152.6161386,1.45996E+14,1.08746E+11,-67.66933053,32.33066947,0.508720462,10.49090501,0
110,0.04257907,3380.009486,1.524763983,72645520.55,13.67501908,8.132371613,13.32983644,935228.3048,25.36325798,33.96188064,5.513033211,143.5787829,1.55576E+14,1.12257E+11,-97.60949152,2.390508482,0.478595943,6.14175693,0.031283193
144,0.043189481,4285.598874,3.245135724,274124194.7,97.25127101,11.49432206,0.115122143,975607.5621,15.24725157,56.88381258,0.626725472,235.8588561,3.5599E+13,53698381000,-35.78792431,64.21207569,0.786196187,13.93213519,0
110,0.020338687,1515.906576,1.512849101,92271354.33,92.68058553,5.899104865,11.60526844,948520.7982,10.36519522,75.26881538,3.849567789,95.77761536,2.5035E+14,1.42402E+11,-24.76150522,75.23849478,0.319258718,3.188035336,0
109,0.038118061,3007.154477,1.476719302,108678611.9,44.26908149,6.599405647,7.058683685,885413.8573,43.49059845,72.89166692,5.859866358,133.2775009,1.74131E+14,1.18763E+11,-77.84282612,22.15717388,0.444258336,15.7549929,9.41E-74
101,0.007193808,3827.425603,1.09137417,259744707,56.38802032,8.024398739,7.858200374,991428.5051,37.38918376,7.295177378,6.340511086,129.2618032,3.60217E+13,54016268570,-72.04973172,27.95026828,0.430872677,32.37214193,1.42E-273
123,0.00043095,726.7934162,2.180167363,153786254.7,51.95074773,5.915806496,3.12398219,407148.4405,17.26100303,41.63408645,8.037446627,79.6123429,9.23638E+12,27352270388,-71.0470585,28.9529415,0.265374476,8.848350029,0
128,0.000998647,4396.147225,2.412102833,36478905.37,89.39798008,13.71822119,9.110525255,950905.254,38.25061813,35.75893176,7.572428826,205.9510542,1.23633E+12,10007149130,-14.68104338,85.31895662,0.686503514,4.651135597,0
103,0.029330087,3273.38573,1.164271599,163538287.8,71.97416887,12.7687795,8.058478638,772968.9643,31.37693092,67.68078712,1.048966284,123.4683771,1.68524E+14,1.16835E+11,-45.33839206,54.66160794,0.411561257,17.10443187,0
138,0.022769745,5127.552623,2.938819042,52826700.55,35.03001227,6.824605426,2.463546099,210036.8666,0.189286682,45.12383456,5.47905984,245.5112974,1.66402E+13,36713208821,-72.68900555,27.31099445,0.818370991,0.033331303,1.83E-236
122,0.025900767,1834.116634,2.133222087,296043074,50.2157129,0.002922935,3.57178502,93191.92848,19.0131013,31.47309977,5.368332701,125.1012089,1.43069E+14,1.0765E+11,-71.12843223,28.87156777,0.41700403,18.76232319,0
126,0.000373157,584.8799427,2.310975673,188790124,48.60693781,13.51401743,1.003554435,253759.76,14.52437496,63.57147845,2.733731259,73.52940417,1.01514E+13,28675085332,-66.58771985,33.41228015,0.245098014,9.140195167,0
122,0.021134331,2735.599984,2.101906867,99263806.75,96.34016515,1.865048602,0.994253581,789813.5681,10.89543109,42.62206683,1.656951355,151.6571976,6.55263E+13,72853461788,-34.791032,65.208968,0.505523992,3.605073219,0
120,0.035903408,464.2923565,2.001907652,182203773.5,25.77798195,3.667686228,0.206636789,650112.0372,12.5794697,23.0961625,1.795577931,60.97443468,1.71281E+15,3.72475E+11,-107.9227955,-7.922795523,0.203248116,7.640089494,0.285005545
127,0.022134685,5235.473699,2.399100828,50754117.91,18.06187036,2.285419265,3.307114882,263138.4445,47.11824233,80.13752303,1.597929921,224.1466421,2.12565E+13,41494334033,-94.96289624,5.037103757,0.747155474,7.971482757,0.005774508
107,0.03661096,209.8600896,1.388100615,245970652.2,89.25569489,2.69723355,10.19491841,754825.3817,24.3158534,10.17430633,7.256373052,34.13543141,9.9543E+15,8.97941E+11,-39.3309379,60.6690621,0.113784771,19.93662106,0
109,0.011650948,4069.167562,1.454820326,279838574.5,90.70173906,12.04316307,4.743230822,184256.1275,42.38543591,1.62789362,1.335537456,153.8818726,3.45792E+13,52923666317,-22.86264644,77.13735356,0.512939575,39.53693322,0
143,0.0406571,2836.027848,3.154464053,266099984.8,88.45651791,8.692521625,5.141014048,830749.3242,10.71085761,12.95199294,2.379527796,189.1681569,6.49544E+13,72534835750,-40.70443234,59.29556766,0.630560523,9.500530156,0
147,0.029421562,1991.182903,3.365288655,122274552.6,55.98792241,14.34142745,1.978580899,804452.9272,8.720189982,14.72789281,1.960095641,163.7181143,7.25089E+13,76636955420,-63.65299262,36.34700738,0.545727048,3.554191096,0
118,0.010538155,356.4818462,1.933273291,117957392.3,69.37699854,3.471802685,8.632060015,973947.1722,44.43947942,48.423798,6.415711492,52.50435532,7.87398E+14,2.52546E+11,-55.82853903,44.17146097,0.175014518,17.47321702,0
113,0.011836024,3360.079224,1.676861683,39473655.03,60.70267428,7.284523622,5.132154623,192765.5864,24.78523429,56.23789506,1.42556305,150.1251225,3.78322E+13,55357100315,-40.61157338,59.38842662,0.500417075,3.261212627,0
132,0.031401523,3160.604558,2.609998858,205878096.8,16.25030434,14.66142554,10.14475205,911282.3447,44.75760627,40.37500207,0.216584573,181.6499302,5.6658E+13,67744335180,-100.5129691,-0.512969091,0.605499767,30.71536932,0.091247574
120,0.04149698,1517.488791,2.021835428,174424291.7,63.62514072,12.39665271,11.12189203,374047.5305,3.151442644,18.37541208,3.368028797,110.7810922,3.30092E+14,1.63516E+11,-45.25117873,54.74882127,0.369270307,1.832293837,0
101,0.020781389,4915.286966,1.063465889,154023520.3,11.22527325,10.92923519,8.770393129,445256.8716,45.82177611,11.89718089,2.74584835,144.5993088,7.43347E+13,77595840591,-101.9032409,-1.903240944,0.481997696,23.52543754,0.127992175
107,0.012915021,1642.88993,1.390381493,275060357.4,39.24886686,2.834628021,4.141043052,495022.8097,20.77226582,44.29367722,3.579342345,95.58752542,1.59922E+14,1.13814E+11,-92.56071534,7.439284657,0.318625085,19.04542287,0.000433812
135,0.04335058,2429.067492,2.789930572,75327303.29,93.90633183,11.54108101,7.62911699,645558.8505,7.768524371,50.89347789,6.784341652,164.6442183,1.05044E+14,92241893972,-16.76542436,83.23457564,0.548814061,1.950606638,0
132,0.033463415,2936.7735,2.647309855,32609892.01,37.36407427,5.213476839,3.77896207,995025.2016,34.16913447,27.35652345,0.11130218,176.3468109,6.59908E+13,73111247162,-79.97134464,20.02865536,0.587822703,3.714172617,5.37E-46
101,0.022404274,542.1519103,1.067739981,49795442.07,94.58439784,7.958053456,13.54369253,619960.8629,39.84513416,19.83959526,0.339368416,48.11973693,2.17459E+15,4.19692E+11,-9.809122503,90.1908775,0.160399123,6.613686901,0
111,0.02439501,5033.741122,1.554930405,90310288.21,32.51205614,9.137418196,11.49578625,930380.0718,2.368736379,7.253345416,2.300801687,176.9419919,4.76238E+13,62109010582,-81.44688096,18.55311904,0.58980664,0.713070884,2.49E-33
111,0.010212823,2023.120687,1.577686991,38987098.3,38.31060164,9.140455673,7.39508859,292276.792,49.35979872,2.362003829,8.002876377,112.9929412,7.6561E+13,78749249102,-62.39234799,37.60765201,0.376643137,6.414651083,0
133,0.031340132,437.1269757,2.679731859,165767801.9,66.55667468,10.89785208,14.48185715,428491.0787,34.85134437,9.516278775,1.521670505,68.45094837,1.05676E+15,2.92571E+11,-41.19664435,58.80335565,0.228169828,19.25743583,0
100,0.017937126,2091.985047,1.049276344,114804422.9,78.54642755,9.92553139,8.201331701,529274.553,16.07009958,66.78714711,8.973341611,93.70315731,2.3578E+14,1.38196E+11,-35.10369104,64.89630896,0.312343858,6.149728363,0
105,0.049782259,3241.493552,1.260271455,78730412.18,55.12489912,1.02556319,4.928032154,356756.8903,7.564689785,30.96167851,7.251233095,127.8305409,2.57743E+14,1.44489E+11,-63.99599243,36.00400757,0.426101803,1.985237149,0
139,0.024009176,2774.210775,2.999790213,232522700.2,89.39041185,6.860205389,1.432009512,978023.7478,19.62657073,2.467702386,4.105228978,182.4505449,4.27521E+13,58846597743,-45.55785741,54.44214259,0.608168483,15.21207741,0
108,0.02429428,3750.832118,1.446361655,85201858.08,13.62163794,9.960324101,8.156184672,739399.3762,11.02828303,45.73487447,6.730760207,147.3100098,8.21908E+13,81593227377,-100.3526052,-0.352605198,0.491033366,3.132100685,0.0872393
132,0.028292589,300.5578032,2.63186527,215653377.3,92.99753548,4.439894732,12.90624917,504937.2846,24.70766118,48.24605402,4.669336124,56.25042733,1.71914E+15,3.73163E+11,-26.5003837,73.4996163,0.187501424,17.76096859,0
111,0.0458378,1537.234755,1.595456953,124301524.6,27.66770199,4.695850308,13.00078092,763739.4661,39.09463542,38.58199017,5.093930382,99.04729936,5.10166E+14,2.03282E+11,-90.28828955,9.711710449,0.330157665,16.19840929,7.59E-06
104,0.040040905,4424.025884,1.248603482,168193495.4,89.58148706,1.868513216,9.068506,494070.3741,33.00651945,9.961453083,5.226945677,148.6452707,1.31846E+14,1.03342E+11,-33.97764291,66.02235709,0.495484236,18.50493959,0
112,0.022556503,432.3460204,1.607930477,282144100.8,46.07768615,6.27922479,5.901575449,66364.061,21.79674524,67.94706578,5.838484616,52.73262152,1.6636E+15,3.67086E+11,-63.29378117,36.70621883,0.175775405,20.49941028,0
136,0.035934963,4619.768669,2.80566733,40084941.4,84.94813503,14.80245651,9.754444621,566033.7374,5.947196229,62.01734294,0.54687771,227.6974662,3.29199E+13,51638282203,-13.71562424,86.28437576,0.758991554,0.794643374,0
142,0.029311775,497.1470011,3.13924117,165071417,70.44989948,4.279790419,11.43210532,643925.9578,47.85784612,35.52562244,5.548482944,79.01048876,6.42693E+14,2.28163E+11,-50.47255002,49.52744998,0.263368296,26.33320825,0
141,0.024618352,4506.218306,3.075549661,260694199.3,25.83474692,7.97155339,6.174371766,982147.0478,13.51852627,34.27338211,6.452537237,235.4493422,2.03978E+13,40647491667,-104.2896746,-4.289674587,0.784831141,11.74733794,0.19405755
119,0.009615789,1948.896577,1.992958824,188753047.1,92.62428129,11.14855879,7.143812538,88753.20585,13.89172729,14.03416035,2.796508215,124.6446249,5.37007E+13,65952703437,-9.669096787,90.33090321,0.415482083,8.740352852,0
133,0.023196813,3306.316733,2.670212841,104755039.6,32.09656514,0.202459063,10.20924461,536492.1096,32.27511109,67.81944124,8.807209474,187.9209344,3.78023E+13,55335252754,-88.59068547,11.40931453,0.626403115,11.26993513,7.21E-08
110,0.012290929,826.4375374,1.512460739,137373906.5,31.97261068,13.50659339,13.14978909,143247.0189,38.52548111,53.96165139,1.300005774,70.70938631,3.75984E+14,1.74513E+11,-63.35499265,36.64500735,0.235697954,17.64131946,0
114,0.045742107,358.2449286,1.732869326,213671719.8,83.2761007,5.798252771,11.86515567,191546.1065,49.20763827,7.721410096,8.193982703,49.83138159,3.99782E+15,5.69055E+11,-27.40508734,72.59491266,0.166104605,35.04760231,0
144,0.016770341,1166.850364,3.240839546,270519211.5,19.528593,13.0367398,0.33587054,629940.172,48.45821303,34.02571126,6.088044672,122.9890207,9.74897E+13,88863191727,-107.832934,-7.832934008,0.409963402,43.69625859,0.283003395
100,0.047613201,691.2827629,1.032504809,41087920.91,29.98323157,0.584214883,1.865585157,269989.3267,45.68802621,81.32048483,5.978830304,53.43230397,3.37545E+15,5.22888E+11,-84.57237262,15.42762738,0.17810768,6.257420025,3.30E-17
104,0.026652765,1687.679442,1.213771327,49315481.91,55.33098161,2.184953278,12.7916727,761715.4057,21.76567837,40.71371415,7.884203939,90.51976393,3.88623E+14,1.77422E+11,-57.29210182,42.70789818,0.301732546,3.577949726,0
110,0.031577219,2778.155148,1.519715638,117763911.4,84.74293258,4.837941817,12.50734242,538488.758,8.333482988,29.24347494,7.485562902,129.9539276,1.55604E+14,1.12267E+11,-30.05974943,69.94025057,0.433179759,3.271278507,0
101,0.027147022,3179.712344,1.06633051,92850514.8,23.27355773,5.181926596,5.832101747,257302.2409,29.22356016,57.94056679,3.108909891,116.4581347,1.85878E+14,1.22703E+11,-89.38116062,10.61883938,0.388193782,9.044742018,7.84E-07
109,0.006469031,4265.497912,1.453588588,101531339.3,59.29014111,12.71691335,8.764168835,519102.0937,0.862825277,18.26751399,6.348328221,157.4837018,1.79122E+13,38090499634,-49.77002362,50.22997638,0.524945673,0.292012687,0
129,0.018791061,3544.039184,2.457603902,89742899.63,74.01165326,0.168016731,13.58767474,50837.64056,9.81244195,47.14230584,0.455423244,186.6530956,3.12508E+13,50312203169,-21.52055395,78.47944605,0.622176985,2.93532331,0
121,0.004957306,3287.686197,2.053561376,82872763.19,87.45357022,9.616676647,13.67338022,869603.0415,0.12646984,60.25704782,4.17616589,164.3346025,1.20802E+13,31280940302,-22.51521931,77.48478069,0.547782008,0.03493635,0
144,0.031147702,2224.211166,3.231679278,65268471.05,94.20090042,1.969686543,11.74639269,62044.4582,9.026795629,76.93905744,8.439995347,169.5634057,6.90948E+13,74810970944,-0.335338067,99.66466193,0.565211352,1.963883831,0
140,0.02234371,2559.09174,3.043608904,282167615.6,80.6175923,12.34823476,3.143834075,56659.39787,23.73785617,62.32538725,2.46680503,176.5091999,4.39409E+13,59659155556,-24.07011032,75.92988968,0.588364,22.32684758,0
117,0.038899249,2238.997958,1.854543379,68931155.25,68.75455584,11.67859899,10.95424211,630928.746,19.66621555,34.59688175,0.449737102,128.8769776,1.96531E+14,1.26171E+11,-37.4847095,62.5152905,0.429589925,4.518716526,0
112,0.011023524,4547.854396,1.648558584,85189019.19,49.02580768,7.498815411,1.516476485,974844.8795,18.46482825,69.1020156,5.246504927,173.1751068,2.29551E+13,43120373239,-76.44947208,23.55052792,0.577250356,5.243335359,8.09E-101
118,0.008228303,1242.772443,1.94923102,96491745.47,20.08991388,3.190308383,13.40907689,863136.8101,41.5476432,80.85599353,3.195897868,98.43679389,9.3294E+13,86929949248,-97.82628587,2.173714134,0.328122646,13.36334871,0.034657976
129,0.020316612,31.8873094,2.475737356,281914015.7,73.87634733,9.517430864,2.237232054,289417.967,33.74981523,42.99872622,3.417151231,17.7701551,3.92E+16,1.7809E+12,-48.70602188,51.29397812,0.05923385,31.71515314,0
113,0.046329269,3517.476125,1.670159102,234042816.1,99.3463574,2.343874765,9.935229602,236833.4706,46.82158814,0.405070693,5.242114684,153.2937672,1.39091E+14,1.06143E+11,-19.35349512,80.64650488,0.510979224,36.52752114,0
131,0.035521091,1094.093329,2.56037227,243218846.2,76.30845353,2.850356889,9.153649114,644806.5716,22.26705453,79.28262234,5.594301534,105.8543569,3.23874E+14,1.61968E+11,-51.70026305,48.29973695,0.352847856,18.05255771,0
120,0.020946181,4806.731621,2.02352913,58284730.08,11.50399844,9.400348533,11.65349484,831505.8597,13.61148377,14.88977924,3.93589769,197.2466624,2.95183E+13,48897698017,-97.25474926,2.745250737,0.657488875,2.644472192,0.026196413
127,0.025863608,4638.991134,2.380117952,255803666.3,54.66339802,14.86842669,8.273662535,393974.7374,6.134226902,11.36929545,4.56794318,210.1556193,3.01358E+13,49406436256,-58.36620453,41.63379547,0.700518731,5.23052577,0
121,0.004210651,415.251081,2.090316323,140212132.1,65.31819692,13.36591256,0.893498631,460736.8608,33.60136978,27.69107092,8.939301811,58.92388693,2.22582E+14,1.34273E+11,-52.73135193,47.26864807,0.196412956,15.704399,0
114,0.049228795,575.3910008,1.736164399,100962217.1,72.0706781,8.896610365,10.58769381,159715.038,42.08705442,34.19853709,8.614331622,63.21308001,2.10773E+15,4.1319E+11,-28.69930048,71.30069952,0.210710267,14.16400775,0
147,0.033320365,2674.431427,3.371133267,185452522.6,74.7753252,8.078051532,5.747318383,195185.1002,9.186968213,71.94390284,6.365853648,189.9038152,5.26168E+13,65283709324,-38.67708202,61.32291798,0.633012717,5.679154766,0
138,0.014270203,3290.193156,2.909014485,251989384.6,60.22975971,14.9757732,4.804275018,589934.0153,43.93763723,35.02650466,1.453315742,195.6652197,2.06018E+13,40850286820,-59.53809475,40.46190525,0.652217399,36.90606055,0
107,0.02929042,1485.230114,1.350282939,240236080.8,30.10242995,8.210957215,14.87510324,147523.3385,26.31381008,4.393904972,3.239640756,89.56519155,4.40883E+14,1.88975E+11,-73.90567792,26.09432208,0.298550638,21.07175535,2.84E-179
143,0.005474118,3870.990872,3.17116994,270299320.3,94.79805953,6.301747829,8.855996489,241943.8186,7.204031607,57.2365512,7.947794017,221.5903418,5.44099E+12,20993329823,-22.45957483,77.54042517,0.738634473,6.490816156,0
124,0.048291833,3212.951597,2.218577996,280595690.2,72.69998209,13.64333304,10.6607861,272943.1728,32.14316625,60.40989211,3.812093246,168.8571433,1.08475E+14,93736378571,-36.78315241,63.21684759,0.562857144,30.06411306,0
144,0.008739249,1754.725369,3.236380567,94292959.29,31.31560332,3.512764438,7.894892054,471728.3066,26.00263708,73.27988287,8.598308844,150.7177373,2.76056E+13,47286916881,-86.34435325,13.65564675,0.502392458,8.172885331,4.80E-12
139,0.032401516,137.9806639,2.99963814,144441631.4,39.0089649,1.462889854,11.54958969,93331.36592,1.409177366,35.89794726,4.394716049,40.6886747,5.20188E+15,6.49117E+11,-66.67714469,33.32285531,0.135628916,0.678479592,0
121,0.012272723,4051.061369,2.063033761,33949705.59,92.97349036,9.511350515,11.28109103,524782.4231,19.96216024,7.746396859,7.755922208,182.8384683,2.17147E+13,41939146433,-7.354562952,92.64543705,0.609461561,2.259031543,0
101,0.035878069,1160.455042,1.056173271,267416848,89.8736668,1.437744507,9.857191735,932240.6861,39.23939965,49.77560499,0.318410096,70.01832895,1.13034E+15,3.02585E+11,-42.86992233,57.13007767,0.23339443,34.97758857,0
113,0.038841068,4506.323741,1.671693398,71734480.9,46.46317945,5.597228054,14.96614592,73240.47806,27.77118767,10.88976443,3.907473253,173.5879218,8.03061E+13,80652309556,-43.48721818,56.51278182,0.578626406,6.640505772,0
127,0.033670986,2270.147114,2.354085537,262598199.3,13.44764998,6.353660784,6.896903011,649435.6219,14.10205631,1.536779072,6.302356657,146.2069832,1.16511E+14,97146291465,-114.0425322,-14.04253223,0.487356611,12.34391532,0.389434063
131,0.030724973,3116.641113,2.58369555,118934576.9,14.3647632,8.213071006,10.59288522,844050.2469,46.43208817,70.07251247,7.772080791,179.4709088,5.74811E+13,68234677415,-102.9669982,-2.966998235,0.598236363,18.40793588,0.157448969
112,0.044623455,4714.050195,1.644719214,129396069.3,35.55264618,14.87489319,11.96666944,346837.8004,11.8889519,36.30695403,5.486696035,176.1055244,8.83609E+13,84600436844,-66.75093033,33.24906967,0.587018415,5.127945481,0
106,0.003931336,4663.700582,1.348390185,40565708.71,66.62099974,3.31472585,5.640520644,174942.6178,12.63680035,47.25046549,1.559358233,158.5999759,1.06573E+13,29380951865,-37.54903654,62.45096346,0.528666586,1.708735873,0
141,0.016545738,2006.834187,3.087325592,118257273.2,62.57751718,5.636345678,6.857625413,91172.79823,17.73196731,59.65642825,7.972147487,157.4261801,4.58639E+13,60950618861,-41.68656363,58.31343637,0.524753934,6.989780346,0
149,0.012414374,1128.791132,3.461005452,269858194.4,67.04450082,1.983601866,14.537509,661707.9065,44.72689306,36.09249,5.173318464,125.0080359,6.87269E+13,74611538458,-57.57461599,42.42538401,0.416693453,40.233062,0
126,0.049400698,4186.013674,2.314225456,36897798.3,74.55546747,9.11420289,0.484365257,574622.6612,25.38126977,4.601843323,0.972163636,196.8489716,7.00406E+13,75321211769,-38.47781741,61.52218259,0.656163239,3.121709909,0
108,0.019469489,2339.200019,1.429198215,139708417.7,11.71290282,10.91509773,5.029434809,267830.239,34.10895296,22.74692919,4.174620997,115.6404858,1.36157E+14,1.05018E+11,-99.90839729,0.091602711,0.385468286,15.88435949,0.076472374
113,0.036630635,1037.834723,1.680768316,38477900.05,19.45770357,7.231152349,7.293194435,840036.4423,48.81320863,17.49070722,6.290490542,83.53106537,6.79699E+14,2.34639E+11,-92.31232843,7.687671568,0.278436885,6.260765875,0.000305282
100,0.034236258,4883.992423,1.045976691,130149324.8,42.35351066,3.687469024,0.021974896,748731.0345,39.16481484,87.96546187,4.059141717,142.9481337,1.26755E+14,1.01327E+11,-89.8165895,10.1834105,0.476493779,16.99091402,2.47E-06
145,0.010604062,1070.564545,3.285747016,76612973.01,23.93739978,9.313324038,13.48690652,312607.3457,8.630005933,66.55549086,7.837110965,118.6187887,6.87112E+13,74603015072,-76.95258856,23.04741144,0.395395962,2.203901372,4.93E-90
105,0.011949884,140.3329011,1.294377707,98098966.18,16.77880383,8.087365851,4.293666003,765694.8717,39.41769645,40.63949984,3.813248831,26.95505732,6.59871E+15,7.31092E+11,-104.4587567,-4.458756696,0.089850191,12.8894509,0.198664
128,0.014064228,110.4915784,2.441291189,266951560.8,67.68679564,2.567785851,3.865572482,282744.5028,37.41685746,5.703065681,5.251074206,32.84765542,4.29159E+15,5.89592E+11,-59.54056771,40.45943229,0.109492185,33.29496166,0
113,0.020556364,3360.880609,1.685138052,147733289.6,83.38028297,6.085228508,12.30489293,691504.0888,11.63084972,10.42654702,1.900533924,150.5130931,6.51988E+13,72671179295,-34.519247,65.480753,0.50171031,5.727545634,0
